start,date,fomc_latest,Event,FF1,FF2,FF3,FF4,MP1,ED1,ED2,ED3,ED4,TFUT02,TFUT05,TFUT10,TFUT30,SP500,SP500FUT,EUR,FF4_MR
11/3/2010 14:15,11/3/2010,11/3/2010,FOMC Rate Decision (Scheduled),0.0075,0.0075,0.005,0.005,0.00833,0.005,-0.005,-0.005,-0.01,-0.0037,-0.04314,0.00929,0.11159,-0.30103,-0.33723,-0.13522,
12/14/2010 14:15,12/14/2010,12/14/2010,FOMC Rate Decision (Scheduled),0,0,0,0,0,0.005,-0.005,-0.005,-0.01,-0.0149,-0.00149,0,0.00819,0.01285,0,-0.07454,
1/26/2011 14:15,1/26/2011,1/26/2011,FOMC Rate Decision (Scheduled),-0.00125,0,0,0,0,0,0,-0.015,-0.02,-0.02605,-0.01042,0.00329,0.02054,-0.08019,-0.05797,0.01829,
3/15/2011 14:15,3/15/2011,3/15/2011,FOMC Rate Decision (Scheduled),0,0,0,0,0,-0.005,0,0.01,0.02,0.02977,0.03865,0.02621,0.01212,0.27359,0.25505,-0.00358,
4/27/2011 12:30,4/27/2011,4/27/2011,FOMC Rate Decision (Scheduled),0,0,-0.005,0,0,-0.005,-0.005,-0.015,-0.025,-0.02232,-0.0283,-0.01806,-0.01012,0.1752,0.16747,0.27592,
6/22/2011 12:30,6/22/2011,6/22/2011,FOMC Rate Decision (Scheduled),0,-0.005,-0.005,0,0,-0.005,0,0.005,0.01,0.01853,0.02917,0.02065,0.01551,0.10646,0.1162,-0.00347,
8/9/2011 14:15,8/9/2011,8/9/2011,FOMC Rate Decision (Scheduled),0,0.005,0.0025,0.0025,0,0.02,0,-0.035,-0.085,-0.09233,-0.12265,-0.06074,0.01934,-0.87788,-0.9322,0.17918,
9/21/2011 14:15,9/21/2011,9/21/2011,FOMC Rate Decision (Scheduled),0.005,0.015,0.02,0.02,0.01667,0.045,0.055,0.065,0.075,0.0443,0.04695,-0.00299,-0.07426,-0.609,-0.73809,-0.59691,
11/2/2011 12:30,11/2/2011,11/2/2011,FOMC Rate Decision (Scheduled),0,0.005,0.005,0.005,0,0.01,0.01,0.01,0.015,0.01478,0.02133,0.012,0.00166,-0.13996,-0.14207,-0.22531,
12/13/2011 14:15,12/13/2011,12/13/2011,FOMC Rate Decision (Scheduled),0,0,0,0,0,0,0.01,0.015,0.015,0.00738,0.00426,-0.00449,-0.01644,-0.81154,-0.70908,-0.32502,
1/25/2012 12:30,1/25/2012,1/25/2012,FOMC Rate Decision (Scheduled),0,0,-0.0025,-0.0025,0,0,-0.01,-0.03,-0.035,-0.02213,-0.06232,-0.05376,-0.03313,0.30319,0.3248,0.39587,
3/13/2012 14:15,3/13/2012,3/13/2012,FOMC Rate Decision (Scheduled),0,0,0,0,0,0,0.005,0.01,0.02,0.0074,0.02567,0.0315,0.03045,0.02241,0.01815,-0.29411,
4/25/2012 12:30,4/25/2012,4/25/2012,FOMC Rate Decision (Scheduled),0,0,0,0,0,0,0,0,0,0,0.01133,0.01334,0.01658,-0.0166,-0.03618,-0.09848,
6/20/2012 12:30,6/20/2012,6/20/2012,FOMC Rate Decision (Scheduled),0.00125,0.005,0.01,0.01,0.00375,0.015,0.015,0.02,0.02,0.02218,0.0113,-0.01461,-0.04381,-0.02733,-0.03712,-0.13396,
8/1/2012 14:15,8/1/2012,8/1/2012,FOMC Rate Decision (Scheduled),0.01,0.01,0.015,0.01,0.01033,0.01,0.01,0.01,0.015,0.02215,0.03925,0.02749,0.0123,-0.1668,-0.20007,-0.48902,
9/13/2012 12:30,9/13/2012,9/13/2012,FOMC Rate Decision (Scheduled),0.0075,0.015,0.02,0.015,0.01324,0.01,0.01,0.015,0.015,0.02585,0.06474,0.05878,0.07279,0.61107,0.64158,0.03877,
10/24/2012 14:15,10/24/2012,10/24/2012,FOMC Rate Decision (Scheduled),0,0,0,0,0,0,0,0,0,-0.0037,-0.00987,-0.00737,0.00158,-0.00141,0.01773,0.03086,
12/12/2012 12:30,12/12/2012,12/12/2012,FOMC Rate Decision (Scheduled),0,0,0,0,0,0,-0.005,-0.005,-0.005,0,-0.0014,0.01607,0.03593,0.39349,0.40126,0.35973,
1/30/2013 14:15,1/30/2013,1/30/2013,FOMC Rate Decision (Scheduled),0,0,0,0,0,0,0,-0.005,-0.01,-0.00739,-0.01274,-0.01043,-0.01151,-0.07702,-0.08325,0.01474,
3/20/2013 14:00,3/20/2013,3/20/2013,FOMC Rate Decision (Scheduled),0,0,0,0,0,0.005,0.005,0,0.0025,-0.00369,-0.00282,-0.00446,-0.00657,0.10916,0.11283,0.11193,
5/1/2013 14:00,5/1/2013,5/1/2013,FOMC Rate Decision (Scheduled),0.0025,0,0.005,0.0025,0.00258,0,0,0,0,0,0.00561,0.0102,0.01244,0.14053,0.14225,0.11739,
6/19/2013 14:00,6/19/2013,6/19/2013,FOMC Rate Decision (Scheduled),0.0025,0,0.0025,0.005,0.00682,0,0,0,0.01,0.02217,0.06303,0.05468,0.04086,-0.06366,-0.09128,-0.44857,
7/31/2013 14:00,7/31/2013,6/19/2013,FOMC Rate Decision (Scheduled),0,0,0.0025,0,0,0,-0.005,-0.005,-0.0075,-0.00739,-0.03325,-0.02492,-0.02868,-0.03255,-0.05936,0.01505,
9/18/2013 14:00,9/18/2013,9/18/2013,FOMC Rate Decision (Scheduled),0,-0.005,-0.0025,0,0,-0.005,-0.015,-0.02,-0.03,-0.04073,-0.13876,-0.11503,-0.06959,1.00779,1.05565,0.69305,
10/30/2013 14:00,10/30/2013,10/30/2013,FOMC Rate Decision (Scheduled),0,0,0,0,0,-0.005,0,0,0.01,0.01108,0.03739,0.0399,0.0353,-0.29372,-0.31274,-0.35288,
12/18/2013 14:00,12/18/2013,12/18/2013,FOMC Rate Decision (Scheduled),0,0.005,0,0,0,0.01,0.005,0.005,-0.005,-0.0148,-0.02334,-0.01107,0,0.7595,0.78802,0.06901,
1/29/2014 14:00,1/29/2014,1/29/2014,FOMC Rate Decision (Scheduled),0,0.005,0,0,0.005,0.005,0.005,0,0.005,0,-0.00437,-0.0094,-0.01618,-0.40308,-0.39529,-0.10615,
3/19/2014 14:00,3/19/2014,3/19/2014,FOMC Rate Decision (Scheduled),0,0.005,0,0,0,0.005,0.01,0.02,0.04,0.05932,0.09257,0.05712,0.02895,-0.20472,-0.21469,-0.44284,
4/30/2014 14:00,4/30/2014,4/30/2014,FOMC Rate Decision (Scheduled),0,0,0.0025,0,0,0,0,0,0.005,0,0.00735,0.00792,0.00532,0.01755,0.02668,-0.01443,
6/18/2014 14:00,6/18/2014,6/18/2014,FOMC Rate Decision (Scheduled),0,0.005,0.005,0,0,0,0.005,0.01,0.015,0.01114,0.02362,0.00475,-0.01053,0.31782,0.33568,-0.03315,
7/30/2014 14:00,7/30/2014,7/30/2014,FOMC Rate Decision (Scheduled),0,0,0,0,0,-0.005,-0.005,-0.01,-0.01,-0.00743,-0.0133,-0.01263,-0.01552,0.39686,0.40705,0.08217,
9/17/2014 14:00,9/17/2014,9/17/2014,FOMC Rate Decision (Scheduled),0,0,0,0,0,0,0.005,0.02,0.035,0.03722,0.05048,0.03009,0.01394,0.24878,0.23824,-0.30134,
10/29/2014 14:00,10/29/2014,10/29/2014,FOMC Rate Decision (Scheduled),0,0,0.01,0.005,0,0,0.005,0.03,0.055,0.04448,0.05723,0.03261,0.00334,-0.29393,-0.32989,-0.7601,
12/17/2014 14:00,12/17/2014,12/17/2014,FOMC Rate Decision (Scheduled),0,0,-0.005,-0.005,0,-0.015,-0.04,-0.075,-0.0925,-0.07068,-0.07054,-0.02769,0,0.74124,0.77699,0.35397,
1/28/2015 14:00,1/28/2015,1/28/2015,FOMC Rate Decision (Scheduled),0,0.005,0,0.005,0.005,0,-0.005,-0.015,-0.015,-0.01484,-0.0203,-0.01952,-0.0154,-0.25168,-0.28413,-0.03969,
3/18/2015 14:00,3/18/2015,3/18/2015,FOMC Rate Decision (Scheduled),-0.00125,-0.005,-0.01,-0.02,-0.00298,-0.04,-0.065,-0.08,-0.1,-0.08568,-0.07928,-0.05507,-0.04454,1.42474,1.47372,1.21836,
4/29/2015 14:00,4/29/2015,4/29/2015,FOMC Rate Decision (Scheduled),0,0,0,0,0,0,0,0,0,0,-0.00146,0,-0.00429,0.09256,0.08332,-0.74584,
6/17/2015 14:00,6/17/2015,6/17/2015,FOMC Rate Decision (Scheduled),-0.0025,-0.01,-0.015,-0.02,-0.00577,-0.03,-0.045,-0.05,-0.055,-0.05592,-0.06353,-0.04843,-0.03231,0.33272,0.17986,0.30166,
7/29/2015 14:00,7/29/2015,7/29/2015,FOMC Rate Decision (Scheduled),0,-0.005,-0.005,-0.005,-0.005,-0.005,-0.01,-0.01,-0.01,-0.01488,-0.01761,-0.01238,-0.01344,0.12738,0.14305,-0.14947,
9/17/2015 14:00,9/17/2015,9/17/2015,FOMC Rate Decision (Scheduled),-0.025,-0.055,-0.05,-0.0525,-0.05769,-0.06,-0.065,-0.065,-0.0625,-0.05591,-0.05278,-0.03548,-0.01959,0.14133,0.11295,0.53702,
10/28/2015 14:00,10/28/2015,10/28/2015,FOMC Rate Decision (Scheduled),0,0,0.01,0.025,0,0.02,0.04,0.045,0.055,0.05579,0.0554,0.03203,-0.0029,-0.6055,-0.71377,-1.25816,
12/16/2015 14:00,12/16/2015,12/16/2015,FOMC Rate Decision (Scheduled),0.0125,0.0175,0.01,0.015,0.02583,0.01,0.0175,0.025,0.025,0.00749,-0.00296,-0.01404,-0.03271,0.13922,0.18326,-0.1507,
1/27/2016 14:00,1/27/2016,1/27/2016,FOMC Rate Decision (Scheduled),0,0,-0.01,-0.015,0,-0.02,-0.025,-0.035,-0.04,-0.03732,-0.03652,-0.02588,-0.01573,-0.36597,-0.35583,0.08272,
3/16/2016 14:00,3/16/2016,3/16/2016,FOMC Rate Decision (Scheduled),-0.0075,-0.02,-0.055,-0.0525,-0.0155,-0.05,-0.08,-0.1,-0.11,-0.09351,-0.10688,-0.07004,-0.03236,0.26709,0.27437,0.82205,
4/27/2016 14:00,4/27/2016,4/27/2016,FOMC Rate Decision (Scheduled),-0.0025,0,0,0.005,0,0.005,0.01,0.015,0.015,0.01492,0.01018,0.00302,-0.00561,0.24476,0.22774,-0.20751,
6/15/2016 14:00,6/15/2016,6/15/2016,FOMC Rate Decision (Scheduled),-0.00125,-0.005,-0.025,-0.03,-0.0025,-0.04,-0.045,-0.05,-0.05,-0.05583,-0.0461,-0.02955,-0.00796,-0.04467,-0.04823,0.39949,
7/27/2016 14:00,7/27/2016,7/27/2016,FOMC Rate Decision (Scheduled),-0.0025,-0.005,-0.005,0,-0.005,0.005,0.01,0.01,0.005,0.00372,-0.00576,-0.00736,-0.01035,0.21188,0.21986,-0.05458,
9/21/2016 14:00,9/21/2016,9/21/2016,FOMC Rate Decision (Scheduled),-0.0125,-0.04,-0.03,-0.025,-0.04167,-0.02,-0.025,-0.03,-0.035,-0.04105,-0.04338,-0.03141,-0.02855,0.29354,0.2923,0.22376,
11/2/2016 14:00,11/2/2016,11/2/2016,FOMC Rate Decision (Scheduled),-0.0025,0,0.005,0.01,-0.00268,0.005,0,0,0.005,0.00746,0.00289,0.0015,0.00833,0.06189,0.07162,-0.02252,
12/14/2016 14:00,12/14/2016,12/14/2016,FOMC Rate Decision (Scheduled),-0.0025,0,0,0.0125,-0.00456,0.0025,0.02,0.05,0.08,0.0677,0.0837,0.06673,0.0373,-0.24159,-0.27609,-0.62223,
2/1/2017 14:00,2/1/2017,2/1/2017,FOMC Rate Decision (Scheduled),-0.0025,-0.0125,-0.02,-0.0175,-0.00259,-0.015,-0.02,-0.02,-0.025,-0.03007,-0.02388,-0.01268,0,0.16147,0.16484,0.10698,
3/15/2017 14:00,3/15/2017,3/15/2017,FOMC Rate Decision (Scheduled),0.0025,0.005,-0.005,-0.02,0.00484,-0.035,-0.05,-0.06,-0.07,-0.0717,-0.07364,-0.05108,-0.01729,0.28177,0.29472,0.38469,
5/3/2017 14:00,5/3/2017,5/3/2017,FOMC Rate Decision (Scheduled),0,0.01,0.01,0.0075,0,0.01,0.015,0.015,0.02,0.01505,0.02077,0.01721,0.0151,0.03859,0.04201,-0.11916,
6/14/2017 14:00,6/14/2017,6/14/2017,FOMC Rate Decision (Scheduled),0.01,0.015,0.01,0.015,0.01875,0.0075,0.015,0.015,0.02,0.02634,0.02071,0.01235,0.00294,-0.0406,-0.05131,-0.1776,
7/26/2017 14:00,7/26/2017,7/26/2017,FOMC Rate Decision (Scheduled),0,0,-0.005,-0.01,0,-0.005,-0.01,-0.015,-0.02,-0.01884,-0.02528,-0.01718,-0.00151,0.02098,0.0202,0.44116,
9/20/2017 14:00,9/20/2017,9/20/2017,FOMC Rate Decision (Scheduled),0,0,0,0.02,0,0.04,0.045,0.055,0.055,0.04527,0.05513,0.03744,0.01793,-0.14615,-0.15988,-0.7734,
11/1/2017 14:00,11/1/2017,11/1/2017,FOMC Rate Decision (Scheduled),-0.0025,0.005,0,0,-0.00259,0,0,0.005,0.005,0.00378,0.0045,0.00629,0.00452,0.08571,0.07766,-0.06452,
12/13/2017 14:00,12/13/2017,12/13/2017,FOMC Rate Decision (Scheduled),0,0.005,0,0,0,-0.0025,-0.005,-0.01,-0.01,-0.01521,-0.01661,-0.01265,-0.0075,0.07573,0.07488,0.15276,
1/31/2018 14:00,1/31/2018,1/31/2018,FOMC Rate Decision (Scheduled),0,-0.005,0,0.005,-0.005,0,0.005,0.005,0.01,0.00764,0.01381,0.01301,0.01106,-0.10361,-0.1149,-0.16523,
3/21/2018 14:00,3/21/2018,3/21/2018,FOMC Rate Decision (Scheduled),0,-0.005,-0.0075,-0.005,0,-0.005,-0.005,0,0.005,-0.00768,0.01392,0.0165,0.02289,0.3479,0.36575,0.28074,
5/2/2018 14:00,5/2/2018,5/2/2018,FOMC Rate Decision (Scheduled),-0.0025,-0.005,0,0,-0.00267,0,-0.005,-0.01,-0.005,-0.01538,-0.02019,-0.0116,-0.00655,0.1428,0.16027,0.40461,
6/13/2018 14:00,6/13/2018,6/13/2018,FOMC Rate Decision (Scheduled),-0.005,-0.005,-0.005,0.0025,-0.00882,0,0.02,0.03,0.03,0.04237,0.04047,0.03153,0.02796,-0.13533,-0.14338,-0.34416,
8/1/2018 14:00,8/1/2018,8/1/2018,FOMC Rate Decision (Scheduled),0,0,0,0,0,0,-0.005,-0.0025,-0.005,0,-0.00467,-0.00332,-0.0033,0.02134,0.02668,0.04714,
9/26/2018 14:00,9/26/2018,9/26/2018,FOMC Rate Decision (Scheduled),0,0.01,0.01,0.01,0.01,0,0,-0.005,-0.01,-0.00387,-0.00784,-0.00167,0.00337,0.22624,0.22178,0.04248,
11/8/2018 14:00,11/8/2018,11/8/2018,FOMC Rate Decision (Scheduled),0.0025,0.005,0,0,0.00341,0.005,0.005,0.005,0.005,0.00775,0.0063,0.00505,0.0052,0.09441,0.08016,-0.19756,
12/19/2018 14:00,12/19/2018,12/19/2018,FOMC Rate Decision (Scheduled),0.01,0.03,0.025,0.02,0.02583,0.03,0.025,0.015,0.015,0.00385,-0.00773,-0.01471,-0.0243,-0.94125,-0.97595,-0.38569,
1/30/2019 14:00,1/30/2019,1/30/2019,FOMC Rate Decision (Scheduled),0,0,-0.005,-0.005,0,-0.01,-0.03,-0.03,-0.04,-0.03653,-0.03076,-0.01945,-0.00482,0.77383,0.77759,0.50235,
3/20/2019 14:00,3/20/2019,3/20/2019,FOMC Rate Decision (Scheduled),0,0,-0.005,-0.005,0,-0.005,-0.025,-0.05,-0.06,-0.05943,-0.06564,-0.04803,-0.03343,0.50599,0.50327,0.57981,
5/1/2019 14:00,5/1/2019,5/1/2019,FOMC Rate Decision (Scheduled),-0.025,-0.02,-0.025,-0.04,-0.02583,-0.035,-0.04,-0.045,-0.05,-0.04589,-0.03795,-0.02224,-0.00472,0.20476,0.19482,0.16439,
6/19/2019 14:00,6/19/2019,6/19/2019,FOMC Rate Decision (Scheduled),0.0225,0.05,-0.03,-0.035,0.06136,-0.06,-0.085,-0.105,-0.105,-0.07961,-0.0626,-0.04156,-0.02824,0.23767,0.23931,0.15144,
7/31/2019 14:00,7/31/2019,7/31/2019,FOMC Rate Decision (Scheduled),0,0.04,0.04,0.045,0.04,0.04,0.05,0.04,0.03,0.02088,0.00298,-0.00307,-0.01774,-0.13745,-0.14938,-0.21132,
9/18/2019 14:00,9/18/2019,9/18/2019,FOMC Rate Decision (Scheduled),0.01375,0.0175,0.01,0.015,0.03438,0.035,0.03,0.03,0.03,0.03785,0.03103,0.02416,0.01279,-0.37358,-0.39262,-0.30772,
10/11/2019 11:00,10/11/2019,9/18/2019,Statement Regarding Monetary Policy Implementation (addressed recent liquidity strains in the repo market by announcing Treasury bill purchases and repo operations to ensure ample reserves),-0.005,-0.01,-0.005,0,-0.00775,-0.02,-0.0025,0,0,-0.00756,-0.0059,-0.0015,0.00284,0.19962,0.19258,0.13132,
10/30/2019 14:00,10/30/2019,10/30/2019,FOMC Rate Decision (Scheduled),0,-0.0125,0.005,0.015,-0.0125,0.01,0.015,0.015,0.02,0.01325,0.01035,0.00302,-0.00573,0.14959,0.14837,-0.05849,
12/11/2019 14:00,12/11/2019,12/11/2019,FOMC Rate Decision (Scheduled),0,0,0,-0.005,0,0,0,-0.005,-0.005,-0.00757,-0.00591,-0.00455,0.00144,0.16766,0.16732,0.12158,
1/29/2020 14:00,1/29/2020,1/29/2020,FOMC Rate Decision (Scheduled),0.0025,0.015,0.01,0.01,0.015,0.005,0.005,0.005,0.005,0.00189,-0.00293,-0.00298,-0.00702,0.02827,0.02281,0.0318,
3/3/2020 10:00,3/3/2020,3/3/2020,FOMC Rate Decision (Scheduled),-0.23125,-0.175,-0.155,-0.145,-0.25603,-0.1675,-0.13,-0.11,-0.0975,-0.06804,-0.04555,-0.03308,-0.01314,0.65188,0.69044,0.69428,
3/15/2020 17:00,3/15/2020,3/3/2020,FOMC Rate Decision (Unscheduled),,,,,,-0.06625,-0.0475,-0.0125,-0.07,,,,,,-0.45096,0.79187,
4/29/2020 14:00,4/29/2020,4/29/2020,FOMC Rate Decision (Scheduled),-0.0025,-0.03,-0.025,-0.02,-0.03,0,-0.005,-0.005,-0.005,0.00369,0.00836,0.00975,0.01709,-0.18878,-0.19611,0.13805,
6/10/2020 14:00,6/10/2020,6/10/2020,FOMC Rate Decision (Scheduled),0,0,0,0,0,-0.0025,0,-0.005,-0.005,-0.00922,-0.01812,-0.01261,0.00381,0.59258,0.53764,0.36881,
7/29/2020 14:00,7/29/2020,7/29/2020,FOMC Rate Decision (Scheduled),0,0.005,0,0,0.005,-0.005,-0.015,-0.005,0,-0.00369,-0.00833,-0.00693,-0.00612,0.06893,0.07712,0.02121,
9/16/2020 14:00,9/16/2020,9/16/2020,FOMC Rate Decision (Scheduled),-0.0025,0,0,0,-0.00536,-0.005,0,0,0,-0.00184,0.00139,0.00416,0.01259,0.40618,0.40382,0.06764,
11/5/2020 14:00,11/5/2020,11/5/2020,FOMC Rate Decision (Scheduled),0,0,0,0,0,0,0,0,-0.005,-0.00184,0.00139,0.00279,0.00128,0.0341,0.02135,0.04231,
12/16/2020 14:00,12/16/2020,12/16/2020,FOMC Rate Decision (Scheduled),-0.0025,0,0,0,-0.00517,0,0,0.005,0,0.00184,0.01387,0.01969,0.02727,-0.16237,-0.15931,-0.25912,
1/27/2021 14:00,1/27/2021,1/27/2021,FOMC Rate Decision (Scheduled),0,0.0025,0,0.005,0.0025,0.005,0,0,0,0,-0.00139,0,-0.00132,-0.34152,-0.33775,-0.0743,
3/17/2021 14:00,3/17/2021,3/17/2021,FOMC Rate Decision (Scheduled),-0.0025,-0.005,-0.005,-0.005,-0.00554,-0.01,-0.005,-0.01,-0.01,-0.0166,-0.03955,-0.01848,0.0074,0.53485,0.53907,0.43153,
4/28/2021 14:00,4/28/2021,4/28/2021,FOMC Rate Decision (Scheduled),-0.0025,-0.005,-0.005,-0.005,-0.005,-0.005,0,-0.005,-0.005,-0.00369,-0.00565,-0.00296,-0.00437,0.05755,0.07477,0.14888,
6/16/2021 14:00,6/16/2021,6/16/2021,FOMC Rate Decision (Scheduled),0.0125,0.025,0.01,0.01,0.02679,0.01,0.015,0.02,0.03,0.02768,0.07067,0.05156,0.03458,-0.49477,-0.49859,-0.60443,
7/28/2021 14:00,7/28/2021,7/28/2021,FOMC Rate Decision (Scheduled),0,0,0,0,0,0,0,0,0.01,0.00738,0.0211,0.00869,-0.00138,0.18406,0.17644,-0.03387,
9/22/2021 14:00,9/22/2021,9/22/2021,FOMC Rate Decision (Scheduled),0,0,0,0,0,0,0,0,0,0.0037,0.00567,-0.00146,-0.00138,0.37317,0.35859,0.1534,
11/3/2021 14:00,11/3/2021,11/3/2021,FOMC Rate Decision (Scheduled),0,0,0,0.0025,0,0,0.005,0.01,0.0075,0.00928,0.01655,0.01196,0.03268,0.23372,0.22721,0.02158,
12/15/2021 14:00,12/15/2021,12/15/2021,FOMC Rate Decision (Scheduled),-0.0025,0,-0.005,0.0075,-0.00484,0.025,0.045,0.05,0.05,0.03361,0.02756,0.01945,0.00561,0.62031,0.57237,-0.16004,
1/26/2022 14:00,1/26/2022,1/26/2022,FOMC Rate Decision (Scheduled),-0.0025,-0.01,-0.005,-0.005,-0.01,-0.0075,-0.01,-0.005,-0.005,-0.00188,0.00881,0.01378,0.01336,-0.2151,-0.1985,0,
3/16/2022 14:00,3/16/2022,3/16/2022,FOMC Rate Decision (Scheduled),-0.01,-0.015,0,0.02,-0.02067,0.06,0.11,0.145,0.155,0.10704,0.06975,0.04598,0.03677,-0.74763,-0.76101,-0.1731,
5/4/2022 14:00,5/4/2022,5/4/2022,FOMC Rate Decision (Scheduled),-0.0175,-0.02,-0.02,-0.02,-0.02009,-0.025,-0.0275,-0.03,-0.04,-0.0426,-0.0463,-0.02342,-0.01016,-0.14965,-0.16759,0.1233,
6/13/2022 15:15,6/13/2022,5/4/2022,WSJ article: Bad Inflation Reports Raise Odds of Surprise 0.75-Percentage-Point Rate Rise This Week (event highlighted by Kurt Lunsford),0.04625,0.115,0.16,0.155,0.08162,0.185,0.135,0.115,0.1,0.11179,0.07566,0.04843,0.03078,-0.45255,-0.46245,-0.17281,
6/15/2022 14:00,6/15/2022,6/15/2022,FOMC Rate Decision (Scheduled),0.0225,0.035,0.045,0.05,0.045,0.07,0.0825,0.09,0.0575,0.04313,0.02413,0.01386,0.00453,-0.12554,-0.08618,-0.07697,
7/27/2022 14:00,7/27/2022,7/27/2022,FOMC Rate Decision (Scheduled),-0.0025,-0.015,-0.015,-0.02,-0.015,-0.005,0,0.005,0.005,0.00291,0.00156,0.00165,0,0.05081,0.06284,0.10356,
9/21/2022 14:00,9/21/2022,9/21/2022,FOMC Rate Decision (Scheduled),-0.01,-0.035,0,0.04,-0.03333,0.09,0.12,0.13,0.115,0.09103,0.05207,0.01929,-0.01484,-1.35205,-1.38846,-0.4056,
11/2/2022 14:00,11/2/2022,11/2/2022,FOMC Rate Decision (Scheduled),-0.0025,-0.025,-0.04,-0.065,-0.00268,-0.06,-0.0775,-0.08,-0.09,-0.08185,-0.07457,-0.04518,-0.00813,0.70408,0.69157,0.5648,
12/14/2022 14:00,12/14/2022,12/14/2022,FOMC Rate Decision (Scheduled),0,0,0.035,0.045,0,0.0125,0.085,0.115,0.12,0.08115,0.05976,0.03305,0.00552,-1.14497,-1.16971,-0.31877,
2/1/2023 14:00,2/1/2023,2/1/2023,FOMC Rate Decision (Scheduled),-0.0075,-0.005,0.005,0.005,-0.00778,-0.005,0.005,0.02,0.02,0.02182,0.01614,0.0104,0.01288,0.13746,0.13506,-0.04125,
3/22/2023 14:00,3/22/2023,3/22/2023,FOMC Rate Decision (Scheduled),0.01,0.04,0.02,0.015,0.03444,0.025,-0.015,-0.07,-0.08,-0.09083,-0.05979,-0.03133,0.00277,0.28513,0.27857,0.48064,
5/3/2023 14:00,5/3/2023,5/3/2023,FOMC Rate Decision (Scheduled),0.0125,0.015,0.015,0.02,0.01384,0.0075,0.015,0.015,0.015,0.00592,0.01119,0.00858,0.02362,0.11806,0.12046,0.13567,
6/14/2023 14:00,6/14/2023,6/14/2023,FOMC Rate Decision (Scheduled),-0.01,-0.01,0.025,0.035,-0.01875,-0.0025,0,0.08,0.125,0.12573,0.09352,0.05671,0.02392,-0.69926,-0.69226,-0.39695,
7/26/2023 14:00,7/26/2023,7/26/2023,FOMC Rate Decision (Scheduled),0,0,0,0,0,0,0,0.0075,0.01,0.00603,0.00165,-0.00179,-0.00387,0.08908,0.08179,0.02259,
9/20/2023 14:00,9/20/2023,9/20/2023,FOMC Rate Decision (Scheduled),-0.0025,-0.005,0.025,0.0275,-0.0075,0.01,0.035,0.065,0.095,0.06841,0.05526,0.03491,0.0146,-0.17053,-0.18928,-0.31749,
11/1/2023 14:00,11/1/2023,11/1/2023,FOMC Rate Decision (Scheduled),-0.0025,-0.01,-0.01,-0.015,-0.00259,0,-0.01,-0.015,-0.015,-0.01208,-0.00676,-0.00378,0.0046,0.01259,0.01773,-0.01899,
12/13/2023 14:00,12/13/2023,12/13/2023,FOMC Rate Decision (Scheduled),-0.0025,0,-0.005,-0.025,-0.00431,0,-0.005,-0.065,-0.125,-0.13941,-0.11671,-0.0828,-0.06331,0.66225,0.63107,0.69294,
1/31/2024 14:00,1/31/2024,1/31/2024,FOMC Rate Decision (Scheduled),0,0.0025,0.01,0.02,0.0025,0,0.025,0.02,0.02,0.00992,0.00815,0.00534,0.01205,-0.30595,-0.30568,-0.1384,
3/20/2024 14:00,3/20/2024,3/20/2024,FOMC Rate Decision (Scheduled),0,0,0,-0.005,0,0,-0.015,-0.035,-0.035,-0.02194,-0.00497,0.00545,0.02922,0.23831,0.2479,0.069,
5/1/2024 14:00,5/1/2024,5/1/2024,FOMC Rate Decision (Scheduled),0,0,0,-0.005,0,0,0,-0.01,-0.015,-0.01308,-0.01351,-0.00934,-0.00437,0.11812,0.12855,0.05617,
6/12/2024 14:00,6/12/2024,6/12/2024,FOMC Rate Decision (Scheduled),0,0,0.015,0.015,0,0,0.005,0.02,0.025,0.01795,0.01159,0.00908,0.01245,-0.01564,-0.0092,-0.10153,
7/31/2024 14:00,7/31/2024,7/31/2024,FOMC Rate Decision (Scheduled),0,0.0025,0.01,0.015,0.0025,0.0025,0.015,0.02,0.015,0.01788,0.01476,0.01075,0.01226,0.13364,0.13038,-0.037,
9/18/2024 14:00,9/18/2024,9/18/2024,FOMC Rate Decision (Scheduled),-0.0475,-0.11,-0.11,-0.11,-0.11875,-0.1075,-0.12,-0.125,-0.11,-0.08012,-0.04153,-0.02422,-0.01156,0.37888,0.3611,0.41254,
11/7/2024 14:00,11/7/2024,11/7/2024,FOMC Rate Decision (Scheduled),-0.0025,0.005,0.01,0.015,-0.00326,0,0.01,0.015,0.015,0.01388,0.00991,0.00546,0,0.01338,-0.00417,-0.09265,
12/18/2024 14:00,12/18/2024,12/18/2024,FOMC Rate Decision (Scheduled),-0.005,-0.01,0.01,0.02,-0.01192,0,0.05,0.095,0.115,0.09323,0.07796,0.0568,0.03671,-0.80971,-0.83047,-0.62651,
1/29/2025 14:00,1/29/2025,1/29/2025,FOMC Rate Decision (Scheduled),0,0,0.01,0.015,0,0,0.02,0.025,0.02,0.0238,0.02827,0.02399,0.01984,-0.35946,-0.3549,-0.14409,
3/19/2025 14:00,3/19/2025,3/19/2025,FOMC Rate Decision (Scheduled),0,0,-0.005,-0.005,0,-0.0025,-0.01,-0.035,-0.055,-0.05524,-0.04928,-0.0326,-0.0255,0.37776,0.35953,0.20227,
