Date,Unscheduled,fomc_latest,main,FF1,FF2,FF3,FF4,MP1,ED1,ED2,ED3,ED4,TFUT02,TFUT05,TFUT10,TFUT30,SP500,SP500FUT,EUR,FF4_MR,NFP_SURP,NFP_12M,SP500_3M,SLOPE_3M,BCOM_3M,TR_SKEW
3/22/2023,0,3/22/2023,1,0.01,0.04,0.02,0.015,0.03444,0.025,-0.015,-0.07,-0.08,-0.09083,-0.05979,-0.03133,0.00277,0.28513,0.27857,0.48064,,86,2.7354,0.0019,0.2246,-0.0737,-0.0791
5/3/2023,0,5/3/2023,1,0.0125,0.015,0.015,0.02,0.01384,0.0075,0.015,0.015,0.015,0.00592,0.01119,0.00858,0.02362,0.11806,0.12046,0.13567,,6,2.5026,0.012,0.0956,-0.0776,-0.408
6/14/2023,0,6/14/2023,1,-0.01,-0.01,0.025,0.035,-0.01875,-0.0025,0,0.08,0.125,0.12573,0.09352,0.05671,0.02392,-0.69926,-0.69226,-0.39695,,144,2.5083,0.1235,-0.404,-0.0407,-0.2511
7/26/2023,0,7/26/2023,1,0,0,0,0,0,0,0,0.0075,0.01,0.00603,0.00165,-0.00179,-0.00387,0.08908,0.08179,0.02259,,-21,2.3862,0.1007,-0.2981,0.0168,-0.0182
9/20/2023,0,9/20/2023,1,-0.0025,-0.005,0.025,0.0275,-0.0075,0.01,0.035,0.065,0.095,0.06841,0.05526,0.03491,0.0146,-0.17053,-0.18928,-0.31749,,17,2.0278,0.0041,0.4413,0.0443,-0.0131
11/1/2023,0,11/1/2023,1,-0.0025,-0.01,-0.01,-0.015,-0.00259,0,-0.01,-0.015,-0.015,-0.01208,-0.00676,-0.00378,0.0046,0.01259,0.01773,-0.01899,,166,2.0187,-0.09,1.1014,-0.0041,-0.1447
12/13/2023,0,12/13/2023,1,-0.0025,0,-0.005,-0.025,-0.00431,0,-0.005,-0.065,-0.125,-0.13941,-0.11671,-0.0828,-0.06331,0.66225,0.63107,0.69294,,14,1.8376,0.0342,0.271,-0.0937,-0.4511
1/31/2024,0,1/31/2024,1,0,0.0025,0.01,0.02,0.0025,0,0.025,0.02,0.02,0.00992,0.00815,0.00534,0.01205,-0.30595,-0.30568,-0.1384,,,,,,,
3/20/2024,0,3/20/2024,1,0,0,0,-0.005,0,0,-0.015,-0.035,-0.035,-0.02194,-0.00497,0.00545,0.02922,0.23831,0.2479,0.069,,,,,,,
5/1/2024,0,5/1/2024,1,0,0,0,-0.005,0,0,0,-0.01,-0.015,-0.01308,-0.01351,-0.00934,-0.00437,0.11812,0.12855,0.05617,,,,,,,
6/12/2024,0,6/12/2024,1,0,0,0.015,0.015,0,0,0.005,0.02,0.025,0.01795,0.01159,0.00908,0.01245,-0.01564,-0.0092,-0.10153,,,,,,,
7/31/2024,0,7/31/2024,1,0,0.0025,0.01,0.015,0.0025,0.0025,0.015,0.02,0.015,0.01788,0.01476,0.01075,0.01226,0.13364,0.13038,-0.037,,,,,,,
9/18/2024,0,9/18/2024,1,-0.0475,-0.11,-0.11,-0.11,-0.11875,-0.1075,-0.12,-0.125,-0.11,-0.08012,-0.04153,-0.02422,-0.01156,0.37888,0.3611,0.41254,,,,,,,
11/7/2024,0,11/7/2024,1,-0.0025,0.005,0.01,0.015,-0.00326,0,0.01,0.015,0.015,0.01388,0.00991,0.00546,0,0.01338,-0.00417,-0.09265,,,,,,,
12/18/2024,0,12/18/2024,1,-0.005,-0.01,0.01,0.02,-0.01192,0,0.05,0.095,0.115,0.09323,0.07796,0.0568,0.03671,-0.80971,-0.83047,-0.62651,,,,,,,
1/29/2025,0,1/29/2025,1,0,0,0.01,0.015,0,0,0.02,0.025,0.02,0.0238,0.02827,0.02399,0.01984,-0.35946,-0.3549,-0.14409,,,,,,,
3/19/2025,0,3/19/2025,1,0,0,-0.005,-0.005,0,-0.0025,-0.01,-0.035,-0.055,-0.05524,-0.04928,-0.0326,-0.0255,0.37776,0.35953,0.20227,,,,,,,
5/7/2025,0,5/7/2025,1,0,-0.005,-0.005,-0.01,0,0.0025,-0.005,-0.02,-0.03,-0.02751,-0.02277,-0.01615,-0.01518,-0.48466,-0.45349,0.08813,,,,,,,
6/18/2025,0,6/18/2025,1,0,0,0,-0.005,0,0.0025,-0.025,-0.04,-0.035,-0.02458,-0.0098,-0.0018,0.0088,-0.10658,-0.10321,0.13038,,,,,,,
7/30/2025,0,7/30/2025,1,0.0025,0.005,0,-0.005,0.005,0,-0.005,-0.005,-0.015,-0.00787,-0.00489,-0.0018,0.0044,-0.03987,-0.03896,0.03049,,,,,,,
