schedstr,MP1,FF1,FF2,FF3,FF4,ED1,ED2,ED3,ED4,x_year,x_date,y
2000-10-03,0.0,0.0,0.005,0.01,0.02,0.0225,0.035,0.045,0.06,2000.748380074672,2000-09-30 21:46:14.073308276,0.6130260889934481
2000-11-15,0.0,0.0,0.0,0.005,0.015,0.0075,0.01,0.005,0.0025,2000.8650906212415,2000-11-12 14:57:21.661147416,0.6052465858738341
2000-12-19,0.051666667,0.02,0.045,0.015,0.01,0.035,0.0225,0.0075,-0.005,2000.967156100191,2000-12-19 23:29:57.062680033,0.1364190243181053
2001-01-31,-0.3575,-0.35,-0.145,-0.11,-0.18,-0.11,-0.1475,-0.135,-0.125,2001.078327215745,2001-01-29 14:08:47.075735840,-0.977222607182825
2001-03-20,0.056363636,0.02,0.0275,-0.01,-0.07,-0.04,-0.065,-0.085,-0.0825,2001.2133255345725,2001-03-19 20:43:54.058278506,-1.975940169866184
2001-05-15,-0.096875,-0.05,-0.09,-0.12,-0.125,-0.11,-0.1375,-0.13,-0.1575,2001.3692283430696,2001-05-15 18:26:25.027043156,-2.087041086294568
2001-06-27,0.105,0.015,0.105,0.085,0.075,0.075,0.075,0.075,0.06,2001.485515894908,2001-06-27 05:07:09.261821081,-1.613321185664539
2001-08-21,0.02635,0.0085,0.015,-0.02,-0.005,-0.0275,-0.09,-0.09,-0.11,2001.6454484032224,2001-08-24 14:07:40.844022150,-1.426224315635596
2001-10-02,-0.037413793,-0.035,-0.045,-0.045,-0.04,-0.0475,-0.07,-0.0625,-0.0575,2001.7565250199527,2001-10-04 03:09:33.029229375,-1.4950935151305331
2001-11-06,-0.146875,-0.1175,-0.13,-0.14,-0.145,-0.16,-0.1525,-0.1625,-0.165,2001.843598935597,2001-11-04 21:55:36.032983881,-1.487799748819043
2001-12-11,-0.00775,-0.005,0.01,-0.035,-0.03,-0.02,-0.06,-0.095,-0.095,2001.9469513985184,2001-12-12 15:17:39.303676962,-0.7991598246497919
2002-01-30,0.02,0.0,0.02,0.02,0.0225,0.025,0.02,0.0275,0.025,2002.1054703619368,2002-02-08 11:55:13.334038786,-0.2404929068893669
2002-03-19,-0.03875,-0.015,-0.02,-0.035,-0.04,-0.06,-0.075,-0.08,-0.09,2002.2084588918908,2002-03-18 02:05:59.614668709,-0.2014709678407839
2002-05-07,0.0,0.0,0.005,0.0,-0.02,-0.015,-0.03,-0.0525,-0.065,2002.322392973037,2002-04-28 16:09:44.797696093,0.2446066770261942
2002-06-26,0.0,0.0,0.0,0.005,0.005,0.015,0.01,0.005,0.0025,2002.4795856583285,2002-06-25 01:10:13.321046323,-0.4198936191893455
2002-08-13,0.034444444,0.02,0.03,-0.01,-0.04,-0.0225,-0.075,-0.155,-0.205,2002.6065419344484,2002-08-10 09:18:26.444764336,-0.4439233199405806
2002-09-24,0.02,0.005,0.02,0.005,-0.005,-0.0025,-0.01,-0.02,-0.035,2002.7289584099608,2002-09-24 01:40:32.416523676,-0.3643545394048824
2002-11-06,-0.203125,-0.1625,-0.1325,-0.105,-0.075,-0.0825,-0.06,-0.065,-0.065,2002.8483779227956,2002-11-06 15:47:26.173283138,-0.3181851143659963
